comment,class
احد اسباب الدعارة هي الجواب عند  البرلمانية اللي قالت  درهم كافية للعيش بدل هي كتربح اكثر من خمسة مليون  المشاريع والشعب كيبان ليها كذباب غير غلط وحدة  القانون تابعك يعني شوف وسكت والباقي فالبرلمان غير كيفكيف,0
خخخخخخخ هذا هو رقص مثير عندكم كثلة من الخراء تتمايل كالبقرة اذا شنو غادي تقولو على شاكيرا ومادونا وجينفر,1
الله يعطيك المسخ,1
يارب تخفضنا انا بنت ومكندرش مكياج,0
الله الستار  وأمرنا با ستر  غير أن ثقافة الفضائح,0
والله يهديك ختي اصلا نتي ممزوجاش بيه راه صراحة لفوت ديالك ختي وتستاهلي اش كيوقع ليك واش نتي ممزوجاش بيه لهكتي معاه لهاد شي كامل,1
تيقة فين كتسول الله يعطيه العداب في هاد نهار كيف ما شوها الله يعطيه شوهة في صحتو,1
اويلي هلى الجيفة العيفة  كايبقا فيا غي راجلها مسيكين موكلاه تقاشر ,1
وأنشأ حنا مسلمين ولا كلاب  اس هادا اشي  كيعلوا اولادنا  الله يخليكم بالخلى,1
دابا دوك اللي جاعرين حيت حك ثقبتو عند بالهوم راه ابرامي ولا الدراري ايتسوقو ليهوم,1
   هذا السؤال فالديقية  الثانية ,0
رجولة اختي الله يحفظك  اختي  عجبتني انتي الوحيدة  قلتي الصراحة,0
رجلها ما عجب حال,0
سير الله انعل كمل من عندك الصراحة باينة فيك كتدير كلشييييي ,1
بالنسبة للمغربي سواء أكان مغربياً مسلماً أو مغربياً يهودياً أو مغربياً حاملاً للجنسية المغربية مهما كان معتقده أو ديانته بالنسبة إليه لا شيء مقدس أكثر من وحدته الترابية وبالتالي الصحراء المغربية هي أم المقدسات لدى جميع المغاربة بل ما يميز المغربي هو أنه ينسى خلافه مع مواطنه المغربي عندما يتعلق الأمر بالصحراء المغربية بل المغربي يفضل الزراديشتي الذي يسانده في وحدته الترابية على من يدعي الأخوة باسم اللغة أو الدين أو الثقافة لكنه يطعنه في وحدته الترابية,0
و الله يمسخك صبن صبن و هداك الراجل مسكين دايرة ليه الشوهة موكلاه دماغ الضبع و لا شنو,1
الله يغبر ليكم شقف,1
سمحي لي متبكيش حيت كون  كنتي بنت الناس مغديش طيحي بقيمتك,1
تحسبي لله اختي وميتخلاش عليك لله اكبر من لجميع ويخد حقك بصح نتي غلتي بس توبي ربك وتحسبي لله,0
بقات فيا هاد الأم مسكينة خصهم اعونوها والله الله اشوف من حالها,0
قاليه بوك طاح من فوق العود قاليه راه من الخيمة خرج مايل الله يستر وصافي,0
وسير الله يعطيك غير شي كسيده ونتفكو منك,1
دوك لي كايشطحو تقدر تشمهوم من بلاصطك ,1
نعيوة هذا اكبر مبنت ممرجلش ,1
راه القناة لنتي ديرا مفيها حتا فاءدة الكاميرا ديما كتشدي غي المؤخرة ديالك فيها حولو مسكين مينفاعل,1
لقد دخلت إلى المحكمة ولا اضن انك لم تلاحضي وأنت في المدخل  الأمة وهي منشورة وكأنك في سوق أسبوعي واياك ان تحسبيهم من مناصريك او منتقديك بل نفس حالتك او ابشع لكن يسلمون امرهم لله والقضاء مهما تكن النتيجة فهناك عدالة السماء  ولم يقدموا على ما اقدمت عليه فما تقدمين عليه من خرجات وتصريحات ستندمين  عليه في اخر المطاف وحتى لو كنت لا تابهين لدلك فاتقي الله في تلك الطفلة  البريئة وهي من دفعتني للتعاطف واجابتك لأنها ضحيتك انت وحبك الباطل المبني أساسا على الباطل  بالله عليك اين الكرامة يوم افتض بكارتك ان كان هو من فعلها وهل هده خطبة وهل اهلك الدين وافقوا بالعيش في شقة يتردد عليك فيها بدون عقد بدعوى انهم ستروك كما جاء على لسان والدتك التي وافقت من أجل التستر من مادا  بالله عليك ونحن في  ولا تزال متيلاتك ينهجن هدا الأسلوب ونحن للأسف أصبحنا عبرة للاوطان بمتل هده الحالات  ,1
عيد ميلاد و هي بالتاج المصخوط,1
الوالدين مساكن درواش  اما هذا المجرم لازم هو الي يمشي للحبس وهي غلطات,0
المغاربة الاشراف,0
بغيت غير نعرف فين بغيتو توصلو هاد لبلاد هادشي راه بزاااف راكم هلكتونا فصحتنا دعيناكم لله واش ربي كيستر و العبد كيفضح,0
الا حولا ولا قوة إلا بالله العلي العظيم مسكينة بقات فيا,0
الان اصبحت الأجواء جيدة للقيام بمسيرة أخرى إلى صحراء أخرى و الفاهم يفهم و لي فيه الفز يقفز,0
ملي ماشي بنت أش هاد الحالة داير فراسك رجووووووع للّه أخويا,0
الرجاء حذف هذه القنوات وأمثال أمثالها ,0
بحال هد المرض علاش كتبينهم  راه  الرذيلة والمنكر,1
مسكين ماشي اخاطرو الله يهديها شوفو باش هداتو او المجمر  السحور,1
هاذ البنت كنتمنى الناس المختصين يشوفو فيها ويعاونوها را خاصها المتابعة النفسية,0
اخخخخخخ تفو طلعونا قلوبنا بالتقي اتفووووو,1
الله يعطيك الدل انتي وحنيني الي حداك,1
أنت براسك حلوف يا ودي يا عادل,1
شوهتونا الله يمسخكم,1
هاد القناة خاصكم الاعدام طلعت غي بالفضائح ديال خوتكم,1
ميكروبات خطيرة وانت بحال بوطة غاز صالح غير لحزاق,1
كنا كنبغيوها دابا ولينا نكرهوك,1
ايوا اش غادي نقول ليك الله يغبر ليك الشقف ويلي من كترت جمالية صوتك اليوتيوب مشا ليه الصوت اعدو الله وجهو بيض و عنقو كحل بحال ااكوكوط الله يلقيها ليك,1
الملولي رجولة طوووووب اغنية المليون  متبعدش على هشام حيت هو خرج نزار الي حبوه كامل المغرب العربي شكرا هشام ,0
لو كنتي بنت ناس مكنتيش تصيفطي ليه دوك تصاور عريانة مصورة بديك طريقة بحال شي محترفة ف دعارة او كتقولي راجلي باش راجلك بل فاتحة واش حنا باقين ف زمن لفاتحة نوظي احبيبة جمعي راسك قالك ظحك عليك نتوما لي كظحكو على روسكم او تعطيو فرصة لشمايت يلعبو عليكم إذن تستاهلي كاع لي طرا فيك الي بغا يظامن خاصو يظامن مع لي بصح محتاج تظامون ماشي مع بحالك يديرها ب ايديهم او يجيو يشكيو,1
شكرا أنا جيت من عند بيمو,0
